record_id,timestamp,pond_id,day_of_cycle,hour_decimal,time_period,species,pond_volume_m3,stocking_density_kg_m3,biomass_kg,temperature_c,ph,dissolved_oxygen_mg_l,ammonia_mg_l,nitrite_mg_l,turbidity_ntu,feed_kg,aerator_command,aerator_status,aerator_fault,rainfall_mm,water_exchange_pct,sensor_quality_flag,fish_stress_event,risk_next_3h,dataset_split
AQUA-009246,2026-01-17 14:30,P04,13,14.5,afternoon,Nila,50,21.92,1095.8,30.25,7.57,6.25,0.279,0.225,44,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009247,2026-01-17 15:00,P04,13,15,afternoon,Nila,50,21.92,1095.8,30.26,7.54,6.06,0.277,0.234,46.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009248,2026-01-17 15:30,P04,13,15.5,afternoon,Nila,50,21.92,1095.8,30.64,7.6,5.76,0.288,0.236,43.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009249,2026-01-17 16:00,P04,13,16,afternoon,Nila,50,21.92,1095.8,30.22,7.57,5.92,0.267,0.232,41.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009250,2026-01-17 16:30,P04,13,16.5,afternoon,Nila,50,21.92,1095.8,30.27,7.53,6.04,0.286,0.239,44.3,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009251,2026-01-17 17:00,P04,13,17,afternoon,Nila,50,21.92,1095.8,30.18,7.48,5.86,0.28,0.249,44.9,10.49,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009252,2026-01-17 17:30,P04,13,17.5,afternoon,Nila,50,21.92,1095.8,29.78,7.47,6.02,0.273,0.236,46.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009253,2026-01-17 18:00,P04,13,18,night,Nila,50,21.92,1095.8,29.96,7.44,5.51,0.297,0.232,40.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009254,2026-01-17 18:30,P04,13,18.5,night,Nila,50,21.92,1095.8,29.84,7.44,5.81,0.282,0.231,44.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009255,2026-01-17 19:00,P04,13,19,night,Nila,50,21.92,1095.8,29.73,7.54,5.51,0.302,0.22,49.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009256,2026-01-17 19:30,P04,13,19.5,night,Nila,50,21.92,1095.8,29.27,7.49,5.56,0.257,0.225,45.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009257,2026-01-17 20:00,P04,13,20,night,Nila,50,21.92,1095.8,29.11,7.41,5.34,0.278,0.22,51.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009258,2026-01-17 20:30,P04,13,20.5,night,Nila,50,21.92,1095.8,29.13,7.41,5.17,0.273,0.213,44.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009259,2026-01-17 21:00,P04,13,21,night,Nila,50,21.92,1095.8,28.83,7.4,4.86,0.286,0.219,44.4,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009260,2026-01-17 21:30,P04,13,21.5,night,Nila,50,21.92,1095.8,28.47,7.27,4.98,0.27,0.211,43.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009261,2026-01-17 22:00,P04,13,22,night,Nila,50,21.92,1095.8,28.55,7.32,5.4,0.263,0.213,47.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009262,2026-01-17 22:30,P04,13,22.5,night,Nila,50,21.92,1095.8,28.07,7.24,5.48,0.278,0.22,44.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009263,2026-01-17 23:00,P04,13,23,night,Nila,50,21.92,1095.8,27.87,7.23,13.47,0.237,0.208,43.7,0,ON,ON,0,0,0,DO_SPIKE,0,0,TRAIN
AQUA-009264,2026-01-17 23:30,P04,13,23.5,night,Nila,50,21.92,1095.8,27.79,7.24,5.4,0.254,0.201,45,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009265,2026-01-18 00:00,P04,14,0,dawn,Nila,50,22.1,1105.2,27.3,7.2,5.42,0.265,0.206,43.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009266,2026-01-18 00:30,P04,14,0.5,dawn,Nila,50,22.1,1105.2,27.16,7.23,5.31,0.227,0.212,45.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009267,2026-01-18 01:00,P04,14,1,dawn,Nila,50,22.1,1105.2,27.2,7.17,5.29,0.246,0.214,45,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009268,2026-01-18 01:30,P04,14,1.5,dawn,Nila,50,22.1,1105.2,26.85,7.12,5.03,0.247,0.212,47.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009269,2026-01-18 02:00,P04,14,2,dawn,Nila,50,22.1,1105.2,27,7.17,4.53,0.239,0.217,41.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009270,2026-01-18 02:30,P04,14,2.5,dawn,Nila,50,22.1,1105.2,26.81,7.17,4.74,0.284,0.205,44.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009271,2026-01-18 03:00,P04,14,3,dawn,Nila,50,22.1,1105.2,26.74,7.15,4.75,0.264,0.203,45.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009272,2026-01-18 03:30,P04,14,3.5,dawn,Nila,50,22.1,1105.2,26.49,7.22,4.55,0.264,0.199,44.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009273,2026-01-18 04:00,P04,14,4,dawn,Nila,50,22.1,1105.2,27.05,7.16,4.56,0.255,0.211,41.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009274,2026-01-18 04:30,P04,14,4.5,dawn,Nila,50,22.1,1105.2,26.97,7.2,4.69,0.246,0.209,44.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009275,2026-01-18 05:00,P04,14,5,dawn,Nila,50,22.1,1105.2,27.16,7.14,4.52,0.248,0.2,40.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009276,2026-01-18 05:30,P04,14,5.5,dawn,Nila,50,22.1,1105.2,27.28,7.16,4.11,0.253,0.211,38.8,0,ON,OFF,1,0,0,OK,0,0,TRAIN
AQUA-009277,2026-01-18 06:00,P04,14,6,morning,Nila,50,22.1,1105.2,27.25,7.23,4.64,0.251,0.203,40.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009278,2026-01-18 06:30,P04,14,6.5,morning,Nila,50,22.1,1105.2,27.52,7.24,4.49,0.256,0.209,39,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009279,2026-01-18 07:00,P04,14,7,morning,Nila,50,22.1,1105.2,27.83,7.29,4.8,0.233,0.194,47.8,13.75,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009280,2026-01-18 07:30,P04,14,7.5,morning,Nila,50,22.1,1105.2,27.82,7.27,4.68,0.274,0.186,46.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009281,2026-01-18 08:00,P04,14,8,morning,Nila,50,22.1,1105.2,28.09,7.28,5.01,0.276,0.189,49.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009282,2026-01-18 08:30,P04,14,8.5,morning,Nila,50,22.1,1105.2,28.21,7.29,4.85,0.259,0.188,42.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009283,2026-01-18 09:00,P04,14,9,morning,Nila,50,22.1,1105.2,28.6,7.41,4.65,0.269,0.197,47.4,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009284,2026-01-18 09:30,P04,14,9.5,morning,Nila,50,22.1,1105.2,28.87,7.31,4.78,0.25,0.181,46.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009285,2026-01-18 10:00,P04,14,10,morning,Nila,50,22.1,1105.2,28.53,7.36,15.61,0.27,0.196,42.7,0,OFF,OFF,0,0,0,DO_SPIKE,0,0,TRAIN
AQUA-009286,2026-01-18 10:30,P04,14,10.5,morning,Nila,50,22.1,1105.2,29.08,7.37,5.11,0.257,0.193,46.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009287,2026-01-18 11:00,P04,14,11,morning,Nila,50,22.1,1105.2,29.39,7.38,5.29,0.269,0.2,43.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009288,2026-01-18 11:30,P04,14,11.5,morning,Nila,50,22.1,1105.2,29.39,7.51,5.28,0.245,0.214,42,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009289,2026-01-18 12:00,P04,14,12,afternoon,Nila,50,22.1,1105.2,29.54,7.51,5.61,0.238,0.193,43.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009290,2026-01-18 12:30,P04,14,12.5,afternoon,Nila,50,22.1,1105.2,29.89,7.56,5.51,0.258,0.209,45.3,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009291,2026-01-18 13:00,P04,14,13,afternoon,Nila,50,22.1,1105.2,29.82,7.57,5.82,0.232,0.2,42.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009292,2026-01-18 13:30,P04,14,13.5,afternoon,Nila,50,22.1,1105.2,30.09,7.56,5.74,0.256,0.199,44.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009293,2026-01-18 14:00,P04,14,14,afternoon,Nila,50,22.1,1105.2,29.9,7.52,6.07,0.232,0.222,45.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009294,2026-01-18 14:30,P04,14,14.5,afternoon,Nila,50,22.1,1105.2,30.11,7.62,6.34,0.273,0.216,40.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009295,2026-01-18 15:00,P04,14,15,afternoon,Nila,50,22.1,1105.2,30.27,7.46,6.01,0.251,0.199,44.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009296,2026-01-18 15:30,P04,14,15.5,afternoon,Nila,50,22.1,1105.2,30.24,7.59,6.03,0.272,0.219,41.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009297,2026-01-18 16:00,P04,14,16,afternoon,Nila,50,22.1,1105.2,29.91,7.55,6.09,0.246,0.21,40.6,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009298,2026-01-18 16:30,P04,14,16.5,afternoon,Nila,50,22.1,1105.2,30.03,7.52,6.2,0.225,0.209,41.6,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009299,2026-01-18 17:00,P04,14,17,afternoon,Nila,50,22.1,1105.2,29.9,7.47,5.83,0.25,0.203,45.7,10.79,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009300,2026-01-18 17:30,P04,14,17.5,afternoon,Nila,50,22.1,1105.2,29.91,7.46,5.77,0.255,0.213,45.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009301,2026-01-18 18:00,P04,14,18,night,Nila,50,22.1,1105.2,29.41,7.46,5.43,0.251,0.185,47.3,0,OFF,OFF,0,1.03,0,OK,0,0,TRAIN
AQUA-009302,2026-01-18 18:30,P04,14,18.5,night,Nila,50,22.1,1105.2,29.13,7.46,5.52,0.272,0.206,46.1,0,OFF,OFF,0,0.9,0,OK,0,0,TRAIN
AQUA-009303,2026-01-18 19:00,P04,14,19,night,Nila,50,22.1,1105.2,29.09,7.4,5.44,0.236,0.189,48.7,0,OFF,OFF,0,1.38,0,OK,0,0,TRAIN
AQUA-009304,2026-01-18 19:30,P04,14,19.5,night,Nila,50,22.1,1105.2,28.78,7.42,5.23,0.264,0.203,47.4,0,OFF,OFF,0,1.73,0,OK,0,0,TRAIN
AQUA-009305,2026-01-18 20:00,P04,14,20,night,Nila,50,22.1,1105.2,28.56,7.31,5.26,0.256,0.207,45.5,0,OFF,OFF,0,1.94,0,OK,0,0,TRAIN
AQUA-009306,2026-01-18 20:30,P04,14,20.5,night,Nila,50,22.1,1105.2,28.33,7.39,5.04,0.257,0.207,48,0,OFF,OFF,0,2.63,0,OK,0,0,TRAIN
AQUA-009307,2026-01-18 21:00,P04,14,21,night,Nila,50,22.1,1105.2,28.27,7.32,5.16,0.282,0.188,44.7,0,OFF,OFF,0,2.02,0,OK,0,0,TRAIN
AQUA-009308,2026-01-18 21:30,P04,14,21.5,night,Nila,50,22.1,1105.2,27.94,7.31,4.71,0.269,0.216,42.5,0,OFF,OFF,0,1.46,0,OK,0,0,TRAIN
AQUA-009309,2026-01-18 22:00,P04,14,22,night,Nila,50,22.1,1105.2,27.96,7.22,4.91,0.273,0.213,44.3,0,ON,ON,0,0.58,0,OK,0,0,TRAIN
AQUA-009310,2026-01-18 22:30,P04,14,22.5,night,Nila,50,22.1,1105.2,27.88,7.27,5.2,0.273,0.212,49.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009311,2026-01-18 23:00,P04,14,23,night,Nila,50,22.1,1105.2,27.59,7.22,5.17,0.278,0.216,43.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009312,2026-01-18 23:30,P04,14,23.5,night,Nila,50,22.1,1105.2,27.5,7.21,5.22,0.297,0.223,45.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009313,2026-01-19 00:00,P04,15,0,dawn,Nila,50,22.29,1114.5,27.43,7.19,5.22,0.288,0.223,43.7,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009314,2026-01-19 00:30,P04,15,0.5,dawn,Nila,50,22.29,1114.5,27.33,7.23,5.04,0.292,0.24,41.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009315,2026-01-19 01:00,P04,15,1,dawn,Nila,50,22.29,1114.5,27.3,7.21,5.07,0.274,0.243,43.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009316,2026-01-19 01:30,P04,15,1.5,dawn,Nila,50,22.29,1114.5,27,7.15,4.88,0.284,0.247,47.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009317,2026-01-19 02:00,P04,15,2,dawn,Nila,50,22.29,1114.5,27.09,7.19,4.92,0.292,0.23,43,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009318,2026-01-19 02:30,P04,15,2.5,dawn,Nila,50,22.29,1114.5,26.88,7.09,5.06,0.289,0.233,43.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009319,2026-01-19 03:00,P04,15,3,dawn,Nila,50,22.29,1114.5,27.2,7.1,4.79,0.264,0.232,41.7,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009320,2026-01-19 03:30,P04,15,3.5,dawn,Nila,50,22.29,1114.5,27.07,7.12,4.72,0.297,0.246,45.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009321,2026-01-19 04:00,P04,15,4,dawn,Nila,50,22.29,1114.5,26.9,7.18,4.71,0.279,0.234,46.7,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009322,2026-01-19 04:30,P04,15,4.5,dawn,Nila,50,22.29,1114.5,27.14,7.15,4.57,0.247,0.236,41.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009323,2026-01-19 05:00,P04,15,5,dawn,Nila,50,22.29,1114.5,27.12,7.15,4.64,0.295,0.226,41.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009324,2026-01-19 05:30,P04,15,5.5,dawn,Nila,50,22.29,1114.5,27.19,7.23,4.49,0.28,0.236,45.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009325,2026-01-19 06:00,P04,15,6,morning,Nila,50,22.29,1114.5,27.53,7.23,4.3,0.285,0.244,38.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009326,2026-01-19 06:30,P04,15,6.5,morning,Nila,50,22.29,1114.5,27.55,7.22,4.85,0.282,0.242,43.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009327,2026-01-19 07:00,P04,15,7,morning,Nila,50,22.29,1114.5,27.89,7.2,4.4,0.283,0.244,44.6,13.35,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009328,2026-01-19 07:30,P04,15,7.5,morning,Nila,50,22.29,1114.5,27.97,7.2,4.88,0.28,0.232,48.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009329,2026-01-19 08:00,P04,15,8,morning,Nila,50,22.29,1114.5,28.37,7.39,4.52,0.292,0.243,40.6,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009330,2026-01-19 08:30,P04,15,8.5,morning,Nila,50,22.29,1114.5,28.37,7.33,4.96,0.261,0.23,51.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009331,2026-01-19 09:00,P04,15,9,morning,Nila,50,22.29,1114.5,28.63,7.4,4.61,0.279,0.245,51.6,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009332,2026-01-19 09:30,P04,15,9.5,morning,Nila,50,22.29,1114.5,29.01,7.35,5.22,0.279,0.244,42.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009333,2026-01-19 10:00,P04,15,10,morning,Nila,50,22.29,1114.5,29.05,7.48,5.26,0.248,0.205,38.2,0,OFF,OFF,0,0,14,OK,0,0,TRAIN
AQUA-009334,2026-01-19 10:30,P04,15,10.5,morning,Nila,50,22.29,1114.5,29.27,7.5,5.49,0.216,0.194,46.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009335,2026-01-19 11:00,P04,15,11,morning,Nila,50,22.29,1114.5,29.64,7.42,5.24,0.215,0.209,46.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009336,2026-01-19 11:30,P04,15,11.5,morning,Nila,50,22.29,1114.5,29.52,7.5,5.29,0.224,0.205,50.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009337,2026-01-19 12:00,P04,15,12,afternoon,Nila,50,22.29,1114.5,29.69,7.46,5.68,0.207,0.212,43.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009338,2026-01-19 12:30,P04,15,12.5,afternoon,Nila,50,22.29,1114.5,30.09,7.52,5.44,0.2,0.208,41,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009339,2026-01-19 13:00,P04,15,13,afternoon,Nila,50,22.29,1114.5,29.8,7.59,5.54,0.217,0.204,43.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009340,2026-01-19 13:30,P04,15,13.5,afternoon,Nila,50,22.29,1114.5,30.38,7.5,5.92,0.229,0.22,42.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009341,2026-01-19 14:00,P04,15,14,afternoon,Nila,50,22.29,1114.5,30.28,7.52,5.9,0.227,0.21,40.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009342,2026-01-19 14:30,P04,15,14.5,afternoon,Nila,50,22.29,1114.5,30.12,7.56,6.06,0.207,0.211,42.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009343,2026-01-19 15:00,P04,15,15,afternoon,Nila,50,22.29,1114.5,30.22,7.54,5.99,0.232,0.213,40.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009344,2026-01-19 15:30,P04,15,15.5,afternoon,Nila,50,22.29,1114.5,30.47,7.56,5.82,0.209,0.223,37.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009345,2026-01-19 16:00,P04,15,16,afternoon,Nila,50,22.29,1114.5,30.07,7.47,6.05,0.236,0.214,45.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009346,2026-01-19 16:30,P04,15,16.5,afternoon,Nila,50,22.29,1114.5,30.08,7.55,6.29,0.201,0.198,43.4,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009347,2026-01-19 17:00,P04,15,17,afternoon,Nila,50,22.29,1114.5,30.31,7.52,6.01,0.23,0.207,47.5,10.16,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009348,2026-01-19 17:30,P04,15,17.5,afternoon,Nila,50,22.29,1114.5,30.23,7.48,5.61,0.222,0.202,46.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009349,2026-01-19 18:00,P04,15,18,night,Nila,50,22.29,1114.5,29.85,7.52,5.7,0.255,0.226,45.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009350,2026-01-19 18:30,P04,15,18.5,night,Nila,50,22.29,1114.5,29.74,7.46,5.8,0.239,0.206,42.3,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009351,2026-01-19 19:00,P04,15,19,night,Nila,50,22.29,1114.5,29.39,7.46,5.66,0.259,0.219,39.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009352,2026-01-19 19:30,P04,15,19.5,night,Nila,50,22.29,1114.5,29.29,7.49,5.21,0.255,0.228,48.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009353,2026-01-19 20:00,P04,15,20,night,Nila,50,22.29,1114.5,29.2,7.35,5,0.282,0.219,42.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009354,2026-01-19 20:30,P04,15,20.5,night,Nila,50,22.29,1114.5,28.94,7.36,5.15,0.258,0.218,46.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009355,2026-01-19 21:00,P04,15,21,night,Nila,50,22.29,1114.5,28.51,7.41,4.93,0.231,0.228,44.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009356,2026-01-19 21:30,P04,15,21.5,night,Nila,50,22.29,1114.5,28.45,7.28,4.74,0.227,0.23,42.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009357,2026-01-19 22:00,P04,15,22,night,Nila,50,22.29,1114.5,28.08,7.27,5.16,0.257,0.224,46.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009358,2026-01-19 22:30,P04,15,22.5,night,Nila,50,22.29,1114.5,28.05,7.21,5.22,0.268,0.241,45.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009359,2026-01-19 23:00,P04,15,23,night,Nila,50,22.29,1114.5,28.08,7.22,5.27,0.256,0.209,41.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009360,2026-01-19 23:30,P04,15,23.5,night,Nila,50,22.29,1114.5,27.68,7.23,5.25,0.27,0.224,41.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009361,2026-01-20 00:00,P04,16,0,dawn,Nila,50,22.48,1124,27.36,7.24,4.97,0.27,0.228,44.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009362,2026-01-20 00:30,P04,16,0.5,dawn,Nila,50,22.48,1124,27.3,7.19,4.91,0.239,0.204,41.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009363,2026-01-20 01:00,P04,16,1,dawn,Nila,50,22.48,1124,27.24,7.17,4.94,0.249,0.211,46.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009364,2026-01-20 01:30,P04,16,1.5,dawn,Nila,50,22.48,1124,27.03,7.16,5.12,0.249,0.204,43.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009365,2026-01-20 02:00,P04,16,2,dawn,Nila,50,22.48,1124,26.81,7.19,4.89,0.261,0.214,41.7,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009366,2026-01-20 02:30,P04,16,2.5,dawn,Nila,50,22.48,1124,26.83,7.19,4.72,0.257,0.235,39.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009367,2026-01-20 03:00,P04,16,3,dawn,Nila,50,22.48,1124,27.08,7.14,4.71,0.28,0.222,41.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009368,2026-01-20 03:30,P04,16,3.5,dawn,Nila,50,22.48,1124,27.03,7.16,4.7,0.267,0.208,41.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009369,2026-01-20 04:00,P04,16,4,dawn,Nila,50,22.48,1124,27.24,7.15,3.93,0.25,0.224,42.9,0,ON,OFF,1,0,0,OK,0,0,TRAIN
AQUA-009370,2026-01-20 04:30,P04,16,4.5,dawn,Nila,50,22.48,1124,27.04,7.09,4.24,0.257,0.232,42.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009371,2026-01-20 05:00,P04,16,5,dawn,Nila,50,22.48,1124,27.36,7.18,4.31,0.233,0.216,43.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009372,2026-01-20 05:30,P04,16,5.5,dawn,Nila,50,22.48,1124,27.14,7.21,4.64,0.236,0.211,40.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009373,2026-01-20 06:00,P04,16,6,morning,Nila,50,22.48,1124,27.37,7.18,4.37,0.257,0.209,42,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009374,2026-01-20 06:30,P04,16,6.5,morning,Nila,50,22.48,1124,27.66,7.26,4.93,0.266,0.222,39.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009375,2026-01-20 07:00,P04,16,7,morning,Nila,50,22.48,1124,27.94,7.26,4.51,0.277,0.218,45.3,12.92,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009376,2026-01-20 07:30,P04,16,7.5,morning,Nila,50,22.48,1124,28.03,7.32,4.63,0.263,0.216,45.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009377,2026-01-20 08:00,P04,16,8,morning,Nila,50,22.48,1124,28.08,7.28,4.55,0.273,0.215,48.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009378,2026-01-20 08:30,P04,16,8.5,morning,Nila,50,22.48,1124,28.17,7.37,5.2,0.278,0.237,44.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-009379,2026-01-20 09:00,P04,16,9,morning,Nila,50,22.48,1124,28.5,7.36,5.1,0.275,0.219,48.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009380,2026-01-20 09:30,P04,16,9.5,morning,Nila,50,22.48,1124,28.71,7.35,5.21,0.29,0.226,39.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009381,2026-01-20 10:00,P04,16,10,morning,Nila,50,22.48,1124,29.13,7.33,5.18,0.299,0.223,45.4,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009382,2026-01-20 10:30,P04,16,10.5,morning,Nila,50,22.48,1124,29.3,7.44,5.34,0.272,0.224,46,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009383,2026-01-20 11:00,P04,16,11,morning,Nila,50,22.48,1124,29.53,7.49,5.36,0.265,0.213,46.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009384,2026-01-20 11:30,P04,16,11.5,morning,Nila,50,22.48,1124,29.4,7.4,5.42,0.279,0.225,46.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009385,2026-01-20 12:00,P04,16,12,afternoon,Nila,50,22.48,1124,29.59,7.46,5.57,0.299,0.224,47.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-009386,2026-01-20 12:30,P04,16,12.5,afternoon,Nila,50,22.48,1124,30.15,7.47,5.49,0.262,0.216,42.4,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
